No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
28656,2013,4,8,23,1,12,12,10,12,-13,20,1016,8,NW,212.34,0,0
28657,2013,4,9,0,1,14,12,11,10,-13,20,1015,8,NW,221.28,0,0
28658,2013,4,9,1,1,13,8,13,8,-11,26,1016,7,NW,229.33,0,0
28659,2013,4,9,2,1,10,11,12,6,-11,26,1015,7,NW,239.16,0,0
28660,2013,4,9,3,1,10,9,12,8,-11,26,1016,7,NW,247.21,0,0
28661,2013,4,9,4,1,11,8,12,8,-11,28,1017,6,NW,251.23,0,0
28662,2013,4,9,5,1,5,10,8,9,-11,28,1018,6,NW,260.17,0,0
28663,2013,4,9,6,1,10,13,10,9,-10,32,1018,5,NW,265.09,0,0
28664,2013,4,9,7,1,13,10,12,11,-11,26,1019,7,NW,270.01,0,0
28665,2013,4,9,8,1,11,12,6,10,-11,24,1019,8,NW,278.95,0,0
28666,2013,4,9,9,1,14,14,12,12,-12,19,1020,10,NW,286.1,0,0
28667,2013,4,9,10,1,11,12,12,13,-12,19,1021,10,NW,295.04,0,0
28668,2013,4,9,11,1,11,12,12,13,-13,16,1021,12,NW,302.19,0,0
28669,2013,4,9,12,1,15,15,14,14,-13,16,1020,12,NW,309.34,0,0
28670,2013,4,9,13,1,13,17,16,14,-15,12,1020,13,NW,316.49,0,0
28671,2013,4,9,14,1,12,16,16,14,-12,17,1020,12,NW,321.41,0,0
28672,2013,4,9,15,1,14,12,15,11,-11,20,1020,11,NE,1.79,0,0
28673,2013,4,9,16,1,14,15,13,11,-10,21,1019,11,NW,4.02,0,0
28674,2013,4,9,17,1,13,10,14,12,-12,18,1020,11,NW,12.07,0,0
28675,2013,4,9,18,1,13,12,14,13,-11,21,1020,10,NW,20.12,0,0
28676,2013,4,9,19,1,15,12,14,14,-15,16,1021,9,NW,25.93,0,0
28677,2013,4,9,20,1,13,11,14,22,-13,19,1022,9,NW,33.08,0,0
28678,2013,4,9,21,1,8,12,11,11,-13,20,1022,8,NW,40.23,0,0
28679,2013,4,9,22,1,11,12,10,11,-13,22,1023,7,NW,46.04,0,0
28680,2013,4,9,23,1,15,10,8,10,-12,26,1023,6,NW,51.85,0,0
28681,2013,4,10,0,1,14,12,15,10,-11,28,1022,6,NW,56.77,0,0
28682,2013,4,10,1,1,13,8,10,11,-10,30,1022,6,NW,62.58,0,0
28683,2013,4,10,2,1,12,11,12,9,-10,30,1022,6,NW,68.39,0,0
28684,2013,4,10,3,1,12,12,11,11,-11,30,1022,5,NW,73.31,0,0
28685,2013,4,10,4,1,11,13,14,8,-10,32,1021,5,NW,79.12,0,0
28686,2013,4,10,5,1,11,10,10,9,-9,35,1021,5,NW,84.93,0,0
28687,2013,4,10,6,1,9,12,12,11,-9,38,1021,4,NW,89.85,0,0
28688,2013,4,10,7,1,12,10,12,8,-9,33,1021,6,NW,94.77,0,0
28689,2013,4,10,8,1,15,16,12,12,-10,26,1021,8,NW,102.82,0,0
28690,2013,4,10,9,1,14,16,11,12,-10,24,1021,9,NW,110.87,0,0
28691,2013,4,10,10,1,14,13,14,12,-11,20,1021,11,NW,120.7,0,0
28692,2013,4,10,11,1,9,11,17,10,-13,17,1020,11,NW,129.64,0,0
28693,2013,4,10,12,1,17,14,13,10,-15,13,1019,12,NW,138.58,0,0
28694,2013,4,10,13,1,16,15,12,14,-15,13,1018,12,NW,147.52,0,0
28695,2013,4,10,14,1,12,13,8,17,-13,15,1018,13,NW,157.35,0,0
28696,2013,4,10,15,1,13,10,14,10,-12,17,1017,12,NW,167.18,0,0
28697,2013,4,10,16,1,12,9,8,7,-13,15,1016,13,NW,175.23,0,0
28698,2013,4,10,17,1,13,10,15,6,-14,15,1016,11,NW,182.38,0,0
28699,2013,4,10,18,1,15,10,14,10,-14,15,1016,11,NW,189.53,0,0
28700,2013,4,10,19,1,18,13,13,17,-14,16,1017,10,NW,194.45,0,0
28701,2013,4,10,20,1,31,18,16,17,-14,18,1017,9,NW,197.58,0,0
28702,2013,4,10,21,1,23,27,25,21,-15,16,1018,9,NW,201.6,0,0
28703,2013,4,10,22,1,23,27,25,26,-16,15,1018,9,NW,204.73,0,0
28704,2013,4,10,23,1,30,26,24,21,-13,22,1018,7,NW,207.86,0,0
28705,2013,4,11,0,1,30,27,25,27,-13,22,1019,7,NW,210.99,0,0
28706,2013,4,11,1,1,31,30,28,29,-12,24,1019,7,NW,214.12,0,0
28707,2013,4,11,2,1,31,30,26,41,-10,43,1019,1,NW,218.14,0,0
28708,2013,4,11,3,1,27,22,16,16,-11,34,1019,3,NW,219.93,0,0
28709,2013,4,11,4,1,20,12,18,15,-10,40,1019,2,NW,223.06,0,0
28710,2013,4,11,5,1,20,17,20,13,-10,40,1019,2,NW,224.85,0,0
28711,2013,4,11,6,1,21,NA,22,19,-11,28,1019,6,NW,229.77,0,0
28712,2013,4,11,7,1,25,NA,24,19,-12,22,1020,8,NW,236.92,0,0
28713,2013,4,11,8,1,26,11,20,18,-13,18,1020,10,NW,245.86,0,0
28714,2013,4,11,9,1,14,NA,11,NA,-14,15,1021,11,NW,255.69,0,0
28715,2013,4,11,10,1,12,13,17,10,-15,13,1020,12,NW,263.74,0,0
28716,2013,4,11,11,1,13,14,11,13,-15,11,1020,14,NW,271.79,0,0
28717,2013,4,11,12,1,19,14,16,12,-16,10,1019,15,NW,280.73,0,0
28718,2013,4,11,13,1,15,8,10,14,-17,8,1018,16,NW,288.78,0,0
28719,2013,4,11,14,1,NA,NA,NA,9,-16,9,1017,17,NW,295.93,0,0
28720,2013,4,11,15,1,8,NA,8,8,-17,7,1016,18,NW,305.76,0,0
28721,2013,4,11,16,1,8,NA,8,6,-17,7,1016,18,NW,313.81,0,0
28722,2013,4,11,17,1,11,NA,12,6,-18,7,1016,17,NW,321.86,0,0
28723,2013,4,11,18,1,10,13,10,5,-18,8,1016,16,NW,329.91,0,0
28724,2013,4,11,19,1,10,22,10,11,-16,11,1016,13,NE,1.79,0,0
28725,2013,4,11,20,1,24,58,28,22,-12,18,1017,11,NE,3.58,0,0
28726,2013,4,11,21,1,29,61,33,41,-7,33,1017,8,cv,0.89,0,0
28727,2013,4,11,22,1,44,54,36,49,-11,23,1017,9,SE,1.79,0,0
28728,2013,4,11,23,1,44,44,36,32,-13,16,1017,12,SE,5.81,0,0
28729,2013,4,12,0,1,39,40,44,38,-11,23,1017,9,SE,8.94,0,0
28730,2013,4,12,1,1,38,34,41,41,-7,38,1017,6,cv,0.89,0,0
28731,2013,4,12,2,1,37,38,41,35,-8,38,1017,5,cv,1.78,0,0
28732,2013,4,12,3,1,43,57,43,42,-4,55,1016,4,NW,0.89,0,0
28733,2013,4,12,4,1,64,62,58,55,-4,64,1016,2,cv,0.89,0,0
28734,2013,4,12,5,1,63,63,64,62,-6,51,1016,3,cv,1.34,0,0
28735,2013,4,12,6,1,58,84,69,66,-6,59,1016,1,NW,3.13,0,0
28736,2013,4,12,7,1,50,66,80,64,-4,52,1016,5,NE,0.89,0,0
28737,2013,4,12,8,1,53,62,58,53,-7,29,1016,10,cv,0.89,0,0
28738,2013,4,12,9,1,53,64,58,62,-8,23,1016,12,cv,1.78,0,0
28739,2013,4,12,10,1,55,64,59,53,-10,17,1016,14,NW,1.79,0,0
28740,2013,4,12,11,1,56,58,72,50,-12,13,1015,16,NW,3.58,0,0
28741,2013,4,12,12,1,56,80,86,62,-10,13,1014,18,cv,0.89,0,0
28742,2013,4,12,13,1,50,61,45,74,-10,13,1013,18,SE,1.79,0,0
28743,2013,4,12,14,1,NA,NA,NA,41,-9,12,1011,21,SE,4.92,0,0
28744,2013,4,12,15,1,NA,43,48,29,-8,11,1009,23,SE,8.94,0,0
28745,2013,4,12,16,1,58,55,58,45,-8,11,1008,23,SE,13.86,0,0
28746,2013,4,12,17,1,58,50,56,54,-6,13,1008,23,SE,19.67,0,0
28747,2013,4,12,18,1,56,48,52,52,-4,18,1008,21,SE,22.8,0,0
28748,2013,4,12,19,1,NA,46,50,51,-3,20,1008,20,cv,1.79,0,0
28749,2013,4,12,20,1,59,50,56,47,-1,29,1009,17,cv,2.68,0,0
28750,2013,4,12,21,1,62,52,62,52,-2,25,1008,18,SE,1.79,0,0
28751,2013,4,12,22,1,68,56,62,54,0,26,1007,20,SE,7.6,0,0
28752,2013,4,12,23,1,65,60,64,59,0,29,1006,18,cv,0.89,0,0
28753,2013,4,13,0,1,68,60,66,57,1,50,1006,11,NE,0.89,0,0
28754,2013,4,13,1,1,84,75,79,65,1,50,1005,11,cv,0.89,0,0
28755,2013,4,13,2,1,84,75,79,91,2,41,1004,15,SE,3.13,0,0
28756,2013,4,13,3,1,109,100,105,100,1,61,1003,8,cv,0.89,0,0
28757,2013,4,13,4,1,107,111,105,109,1,61,1002,8,cv,1.78,0,0
28758,2013,4,13,5,1,108,114,97,101,2,70,1002,7,cv,2.67,0,0
28759,2013,4,13,6,1,108,119,102,111,2,80,1002,5,NW,1.79,0,0
28760,2013,4,13,7,1,108,113,102,101,4,70,1002,9,NW,3.58,0,0
28761,2013,4,13,8,1,121,119,122,110,3,50,1002,13,NE,1.79,0,0
28762,2013,4,13,9,1,134,136,138,117,3,39,1002,17,cv,1.79,0,0
28763,2013,4,13,10,1,148,128,136,132,2,32,1002,19,NE,1.79,0,0
28764,2013,4,13,11,1,95,92,83,117,2,25,1002,23,NW,3.13,0,0
28765,2013,4,13,12,1,37,32,38,75,0,19,1002,25,NE,4.92,0,0
28766,2013,4,13,13,1,36,17,18,25,2,20,1002,26,NW,11.18,0,0
28767,2013,4,13,14,1,22,14,15,14,1,22,1002,24,NW,21.01,0,0
28768,2013,4,13,15,1,22,14,14,16,0,18,1003,26,NW,29.95,0,0
28769,2013,4,13,16,1,24,NA,14,13,-2,16,1003,25,NW,38,0,0
28770,2013,4,13,17,1,15,10,14,10,-4,16,1004,23,NW,47.83,0,0
28771,2013,4,13,18,1,17,8,8,10,-5,16,1005,21,NW,57.66,0,0
28772,2013,4,13,19,1,17,5,9,8,-6,20,1006,17,NW,65.71,0,0
28773,2013,4,13,20,1,18,11,14,10,-9,15,1007,17,NW,75.54,0,0
28774,2013,4,13,21,1,18,13,12,10,-9,19,1009,14,NW,81.35,0,0
28775,2013,4,13,22,1,15,10,9,12,-13,14,1010,14,NW,88.5,0,0
28776,2013,4,13,23,1,17,9,4,8,-14,13,1011,13,NE,7.15,0,0
28777,2013,4,14,0,1,15,12,10,6,-15,13,1012,12,NE,15.2,0,0
28778,2013,4,14,1,1,10,8,6,5,-16,13,1013,11,NE,19.22,0,0
28779,2013,4,14,2,1,3,15,9,6,-18,12,1013,10,NW,4.92,0,0
28780,2013,4,14,3,1,3,17,4,7,-18,13,1013,8,NE,1.79,0,0
28781,2013,4,14,4,1,10,9,9,6,-14,25,1013,4,NW,3.13,0,0
28782,2013,4,14,5,1,NA,NA,6,4,-15,21,1014,5,NE,4.02,0,0
28783,2013,4,14,6,1,12,8,11,6,-15,21,1014,5,NE,7.15,0,0
28784,2013,4,14,7,1,12,10,9,9,-17,15,1014,8,NE,11.17,0,0
28785,2013,4,14,8,1,3,7,8,7,-18,12,1015,10,NW,3.13,0,0
28786,2013,4,14,9,1,3,25,7,10,-18,11,1015,11,cv,1.79,0,0
28787,2013,4,14,10,1,56,55,44,34,-18,10,1014,12,NW,1.79,0,0
28788,2013,4,14,11,1,64,55,61,59,-13,14,1013,14,cv,0.89,0,0
28789,2013,4,14,12,1,52,43,49,53,-5,24,1011,15,SE,3.13,0,0
28790,2013,4,14,13,1,51,47,53,45,-5,24,1010,15,SE,7.15,0,0
28791,2013,4,14,14,1,53,42,48,38,-6,21,1009,16,SE,11.17,0,0
28792,2013,4,14,15,1,51,43,48,39,-5,23,1008,16,SE,16.98,0,0
28793,2013,4,14,16,1,51,44,44,45,-6,20,1007,17,SE,22.79,0,0
28794,2013,4,14,17,1,56,45,54,42,-6,21,1006,16,SE,27.71,0,0
28795,2013,4,14,18,1,59,48,59,43,-5,24,1005,15,SE,32.63,0,0
28796,2013,4,14,19,1,59,51,59,50,-4,28,1005,14,SE,36.65,0,0
28797,2013,4,14,20,1,58,66,56,48,-4,28,1005,14,SE,39.78,0,0
28798,2013,4,14,21,1,57,NA,60,56,-4,30,1005,13,SE,42.91,0,0
28799,2013,4,14,22,1,71,60,68,63,-3,34,1006,12,SE,46.04,0,0
28800,2013,4,14,23,1,64,59,58,59,-2,42,1006,10,SE,49.17,0,0
28801,2013,4,15,0,1,56,54,45,53,-3,37,1006,11,SE,52.3,0,0
28802,2013,4,15,1,1,51,55,49,42,-2,45,1005,9,cv,0.89,0,0
28803,2013,4,15,2,1,55,56,52,44,-1,52,1005,8,NE,1.79,0,0
28804,2013,4,15,3,1,55,73,52,50,-1,52,1005,8,NE,3.58,0,0
28805,2013,4,15,4,1,77,73,73,65,-1,56,1005,7,SE,0.89,0,0
28806,2013,4,15,5,1,76,84,72,70,-1,56,1004,7,SE,1.78,0,0
28807,2013,4,15,6,1,72,68,77,73,-1,60,1005,6,NE,0.89,0,0
28808,2013,4,15,7,1,62,66,66,71,1,57,1005,9,NW,0.89,0,0
28809,2013,4,15,8,1,69,70,66,62,-2,40,1006,11,SE,1.79,0,0
28810,2013,4,15,9,1,79,71,74,73,-4,30,1005,13,cv,3.13,0,0
28811,2013,4,15,10,1,80,71,86,73,-4,28,1005,14,SE,1.79,0,0
28812,2013,4,15,11,1,NA,79,85,78,-3,26,1004,16,SE,4.92,0,0
28813,2013,4,15,12,1,60,82,85,79,-3,25,1003,17,SE,8.94,0,0
28814,2013,4,15,13,1,89,93,92,79,-3,22,1002,19,SE,12.96,0,0
28815,2013,4,15,14,1,88,100,92,89,-1,27,1001,18,SE,17.88,0,0
28816,2013,4,15,15,1,121,108,114,99,1,29,1000,19,SE,22.8,0,0
28817,2013,4,15,16,1,105,90,98,NA,2,34,1000,18,SE,28.61,0,0
28818,2013,4,15,17,1,105,90,98,102,3,39,1000,17,SE,34.42,0,0
28819,2013,4,15,18,1,84,66,72,81,4,47,1000,15,SE,41.57,0,0
28820,2013,4,15,19,1,68,58,63,69,3,50,1001,13,SE,47.38,0,0
28821,2013,4,15,20,1,58,51,57,64,2,50,1002,12,SE,52.3,0,0
28822,2013,4,15,21,1,58,53,56,55,1,50,1003,11,SE,55.43,0,0
28823,2013,4,15,22,1,55,51,53,53,0,49,1003,10,SE,57.22,0,0
28824,2013,4,15,23,1,56,52,53,50,-1,46,1003,10,SE,59.01,0,0
28825,2013,4,16,0,1,55,52,52,57,-1,49,1003,9,SE,62.14,0,0
28826,2013,4,16,1,1,55,56,60,53,0,49,1004,10,NW,4.02,0,0
28827,2013,4,16,2,1,67,66,61,63,0,53,1002,9,cv,0.45,0,0
28828,2013,4,16,3,1,66,47,61,64,0,49,1003,10,cv,2.24,0,0
28829,2013,4,16,4,1,54,50,78,61,1,57,1003,9,NW,1.79,0,0
28830,2013,4,16,5,1,62,55,59,63,0,56,1003,8,NW,3.58,0,0
28831,2013,4,16,6,1,62,65,58,58,1,70,1004,6,NW,6.71,0,0
28832,2013,4,16,7,1,71,73,76,74,2,53,1005,11,NW,8.5,0,0
28833,2013,4,16,8,1,87,81,90,70,1,43,1006,13,NE,3.13,0,0
28834,2013,4,16,9,1,85,71,73,80,2,41,1007,15,NE,6.26,0,0
28835,2013,4,16,10,1,72,70,72,NA,1,33,1007,17,NE,11.18,0,0
28836,2013,4,16,11,1,72,62,72,70,-1,27,1008,18,NE,16.1,0,0
28837,2013,4,16,12,1,70,43,61,57,-3,22,1007,19,NE,20.12,0,0
28838,2013,4,16,13,1,42,32,46,39,-4,18,1007,21,cv,0.89,0,0
28839,2013,4,16,14,1,35,36,40,36,-4,18,1006,21,cv,2.68,0,0
28840,2013,4,16,15,1,26,36,29,28,-3,19,1006,21,cv,4.47,0,0
28841,2013,4,16,16,1,30,35,34,NA,-5,16,1005,21,cv,6.26,0,0
28842,2013,4,16,17,1,70,63,72,27,-3,20,1006,20,SE,4.02,0,0
28843,2013,4,16,18,1,70,63,72,62,0,27,1006,19,SE,9.83,0,0
28844,2013,4,16,19,1,86,81,81,96,-2,30,1007,15,SE,16.98,0,0
28845,2013,4,16,20,1,NA,NA,NA,81,-2,37,1010,12,SE,21.9,0,0
28846,2013,4,16,21,1,78,64,74,78,-2,40,1011,11,SE,26.82,0,0
28847,2013,4,16,22,1,61,49,52,75,-1,46,1012,10,SE,32.63,0,0
28848,2013,4,16,23,1,56,50,51,57,-1,49,1013,9,SE,37.55,0,0
28849,2013,4,17,0,1,56,49,50,48,0,53,1013,9,SE,41.57,0,0
28850,2013,4,17,1,1,45,63,43,52,1,61,1013,8,SE,44.7,0,0
28851,2013,4,17,2,1,31,43,31,47,1,61,1013,8,SE,47.83,0,0
28852,2013,4,17,3,1,29,30,21,37,1,61,1013,8,SE,49.62,0,0
28853,2013,4,17,4,1,37,30,30,27,1,61,1012,8,cv,0.89,0,0
28854,2013,4,17,5,1,37,36,34,28,1,61,1012,8,SE,1.79,0,0
28855,2013,4,17,6,1,42,NA,40,34,1,61,1012,8,SE,4.92,0,0
28856,2013,4,17,7,1,39,55,53,45,1,57,1013,9,SE,8.05,0,0
28857,2013,4,17,8,1,39,51,53,51,1,57,1013,9,SE,9.84,0,0
28858,2013,4,17,9,1,NA,35,29,49,-1,43,1012,11,SE,15.65,0,0
28859,2013,4,17,10,1,44,42,37,32,-3,34,1011,12,SE,21.46,0,0
28860,2013,4,17,11,1,62,44,NA,41,-4,30,1010,13,SE,27.27,0,0
28861,2013,4,17,12,1,61,57,52,46,-4,28,1010,14,SE,31.29,0,0
28862,2013,4,17,13,1,61,64,58,55,-5,24,1009,15,SE,34.42,0,0
28863,2013,4,17,14,1,67,NA,65,63,-3,26,1008,16,SE,37.55,0,0
28864,2013,4,17,15,1,79,NA,72,72,-5,23,1008,16,SE,40.68,0,0
28865,2013,4,17,16,1,78,NA,72,68,-4,25,1007,16,SE,44.7,0,0
28866,2013,4,17,17,1,NA,56,56,60,-4,26,1008,15,SE,47.83,0,0
28867,2013,4,17,18,1,59,48,47,55,-5,26,1009,14,SE,51.85,0,0
28868,2013,4,17,19,1,86,47,43,49,-7,24,1010,13,SE,55.87,0,0
28869,2013,4,17,20,1,47,45,47,43,-8,23,1012,12,SE,59,0,0
28870,2013,4,17,21,1,46,52,47,44,-8,23,1014,12,cv,0.89,0,0
28871,2013,4,17,22,1,49,53,47,46,-6,34,1015,9,NE,0.89,0,0
28872,2013,4,17,23,1,26,56,43,39,-5,36,1016,9,NW,5.81,0,0
28873,2013,4,18,0,1,11,19,24,10,-7,27,1017,11,NW,13.86,0,0
28874,2013,4,18,1,1,9,12,15,13,-8,29,1018,9,NE,7.15,0,0
28875,2013,4,18,2,1,9,12,14,9,-10,26,1020,8,NE,14.3,0,0
28876,2013,4,18,3,1,11,8,12,6,-11,26,1021,7,NW,5.81,0,0
28877,2013,4,18,4,1,3,14,8,8,-12,24,1022,7,NW,9.83,0,0
28878,2013,4,18,5,1,6,9,5,10,-12,26,1023,6,NE,4.02,0,0
28879,2013,4,18,6,1,7,8,6,8,-12,27,1024,5,NE,7.15,0,0
28880,2013,4,18,7,1,7,9,6,9,-14,19,1025,8,NE,11.17,0,0
28881,2013,4,18,8,1,7,8,8,9,-16,15,1026,9,NE,16.98,0,0
28882,2013,4,18,9,1,7,13,7,7,-17,13,1026,10,NE,21.9,0,0
28883,2013,4,18,10,1,8,NA,9,8,-16,14,1026,10,NE,29.05,0,0
28884,2013,4,18,11,1,10,8,12,6,-17,12,1025,11,NE,34.86,0,0
28885,2013,4,18,12,1,4,10,5,6,-16,12,1024,12,NE,39.78,0,0
28886,2013,4,18,13,1,NA,3,NA,4,-19,8,1023,14,NW,7.15,0,0
28887,2013,4,18,14,1,7,3,5,7,-18,9,1022,14,NE,5.81,0,0
28888,2013,4,18,15,1,12,11,6,6,-20,7,1021,14,NE,9.83,0,0
28889,2013,4,18,16,1,16,8,12,7,-20,7,1020,14,NE,13.85,0,0
28890,2013,4,18,17,1,13,8,11,9,-20,7,1020,14,SE,4.92,0,0
28891,2013,4,18,18,1,14,13,6,8,-20,8,1020,13,NE,4.92,0,0
28892,2013,4,18,19,1,15,27,17,16,-19,9,1021,12,NE,8.05,0,0
28893,2013,4,18,20,1,18,36,26,25,-16,13,1022,11,SE,1.79,0,0
28894,2013,4,18,21,1,17,24,25,28,-16,13,1023,11,SE,3.58,0,0
28895,2013,4,18,22,1,26,26,26,23,-16,13,1024,11,cv,0.89,0,0
28896,2013,4,18,23,1,40,34,41,41,-16,13,1024,11,NW,1.79,0,0
28897,2013,4,19,0,1,40,41,43,41,-10,24,1024,9,SE,1.79,0,0
28898,2013,4,19,1,1,46,53,54,56,-2,49,1024,8,SE,7.6,0,0
28899,2013,4,19,2,1,65,70,64,72,-1,56,1024,7,SE,12.52,0,0
28900,2013,4,19,3,1,68,61,67,63,-1,60,1025,6,SE,15.65,0,0
28901,2013,4,19,4,1,55,59,59,65,-2,52,1025,7,SE,18.78,0,0
28902,2013,4,19,5,1,NA,57,52,56,-4,48,1025,6,SE,20.57,0,0
28903,2013,4,19,6,1,NA,NA,NA,60,-4,48,1025,6,SE,22.36,0,0
28904,2013,4,19,7,1,44,NA,50,51,-4,45,1026,7,SE,24.15,0,0
28905,2013,4,19,8,1,44,47,50,43,-4,42,1027,8,SE,25.94,0,0
28906,2013,4,19,9,1,36,33,36,41,-5,39,1026,8,SE,29.07,0,0
28907,2013,4,19,10,1,34,31,35,43,-1,52,1026,8,SE,33.09,0,0
28908,2013,4,19,11,1,29,32,33,28,1,65,1026,7,SE,40.24,0,0
28909,2013,4,19,12,1,21,29,20,35,-1,56,1025,7,cv,4.02,0,0
28910,2013,4,19,13,1,40,NA,41,40,-3,45,1025,8,SE,4.02,0,0
28911,2013,4,19,14,1,46,43,36,41,-3,45,1024,8,SE,8.04,0,0
28912,2013,4,19,15,1,55,48,55,59,-3,45,1023,8,SE,12.06,0,0
28913,2013,4,19,16,1,54,48,57,57,-3,45,1022,8,SE,16.08,0,0
28914,2013,4,19,17,1,50,49,52,51,-2,49,1022,8,SE,21,0,0
28915,2013,4,19,18,1,54,53,54,57,-2,52,1022,7,SE,26.81,0,0
28916,2013,4,19,19,1,56,58,55,64,0,60,1022,7,SE,32.62,0,0
28917,2013,4,19,20,1,66,61,50,71,0,65,1023,6,SE,37.54,0,0
28918,2013,4,19,21,1,NA,61,68,77,1,75,1023,5,SE,41.56,0,0
28919,2013,4,19,22,1,64,62,66,73,1,75,1023,5,SE,45.58,0,0
28920,2013,4,19,23,1,64,61,62,67,1,75,1023,5,SE,48.71,0,0
28921,2013,4,20,0,1,60,57,55,64,1,75,1023,5,SE,51.84,0,0
28922,2013,4,20,1,1,63,56,60,65,1,80,1023,4,SE,53.63,0,0
28923,2013,4,20,2,1,70,56,50,74,1,86,1023,3,SE,55.42,0,0
28924,2013,4,20,3,1,74,69,73,80,1,86,1023,3,SE,57.21,0,0
28925,2013,4,20,4,1,78,71,60,84,1,93,1022,2,cv,0.89,0,0
28926,2013,4,20,5,1,69,73,77,83,0,93,1023,1,NE,0.89,0,0
28927,2013,4,20,6,1,81,73,72,86,1,100,1023,1,NW,0.89,0,0
28928,2013,4,20,7,1,73,NA,68,92,3,93,1023,4,NW,2.68,0,0
28929,2013,4,20,8,1,75,87,84,92,2,75,1023,6,NW,4.47,0,0
28930,2013,4,20,9,1,87,88,82,84,1,61,1023,8,NW,6.26,0,0
28931,2013,4,20,10,1,73,NA,83,75,0,49,1023,10,cv,0.89,0,0
28932,2013,4,20,11,1,79,75,66,78,-1,40,1022,12,cv,2.68,0,0
28933,2013,4,20,12,1,66,77,61,75,-3,30,1021,14,cv,4.47,0,0
28934,2013,4,20,13,1,83,78,63,81,-3,28,1020,15,cv,6.26,0,0
28935,2013,4,20,14,1,64,76,62,70,-4,25,1019,16,cv,10.28,0,0
28936,2013,4,20,15,1,66,63,56,69,-2,29,1018,16,SE,4.92,0,0
28937,2013,4,20,16,1,61,57,60,63,-2,29,1017,16,SE,9.84,0,0
28938,2013,4,20,17,1,72,68,71,75,-2,30,1017,15,SE,15.65,0,0
28939,2013,4,20,18,1,70,67,66,67,-2,33,1018,14,SE,21.46,0,0
28940,2013,4,20,19,1,76,67,72,73,-3,32,1018,13,SE,27.27,0,0
28941,2013,4,20,20,1,79,68,80,81,-2,37,1019,12,SE,31.29,0,0
28942,2013,4,20,21,1,82,77,79,78,-2,40,1020,11,SE,36.21,0,0
28943,2013,4,20,22,1,89,83,83,91,-1,43,1020,11,SE,38,0,0
28944,2013,4,20,23,1,99,98,100,105,0,56,1020,8,cv,0.89,0,0
28945,2013,4,21,0,1,112,108,106,117,1,61,1021,8,SE,1.79,0,0
28946,2013,4,21,1,1,115,108,114,118,1,70,1021,6,SE,4.92,0,0
28947,2013,4,21,2,1,119,110,98,125,1,65,1021,7,cv,0.89,0,0
28948,2013,4,21,3,1,115,115,100,123,2,80,1020,5,SE,0.89,0,0
28949,2013,4,21,4,1,117,120,99,132,2,80,1021,5,SE,1.78,0,0
28950,2013,4,21,5,1,116,134,112,126,2,86,1020,4,SE,2.67,0,0
28951,2013,4,21,6,1,118,142,116,136,2,86,1020,4,NE,0.89,0,0
28952,2013,4,21,7,1,127,151,125,151,3,81,1021,6,NE,1.78,0,0
28953,2013,4,21,8,1,138,147,137,143,4,75,1021,8,cv,0.89,0,0
28954,2013,4,21,9,1,NA,151,149,153,4,66,1021,10,SE,1.79,0,0
28955,2013,4,21,10,1,168,170,156,156,3,54,1021,12,SE,3.58,0,0
28956,2013,4,21,11,1,172,170,173,164,3,44,1020,15,SE,6.71,0,0
28957,2013,4,21,12,1,145,150,145,147,2,38,1019,16,SE,10.73,0,0
28958,2013,4,21,13,1,118,146,119,134,3,41,1018,16,SE,15.65,0,0
28959,2013,4,21,14,1,118,136,110,138,3,39,1016,17,SE,19.67,0,0
28960,2013,4,21,15,1,119,136,111,140,2,34,1015,18,SE,25.48,0,0
28961,2013,4,21,16,1,151,133,137,142,0,27,1014,19,SE,31.29,0,0
28962,2013,4,21,17,1,154,152,152,149,0,29,1014,18,SE,37.1,0,0
28963,2013,4,21,18,1,139,136,137,137,2,36,1014,17,SE,42.02,0,0
28964,2013,4,21,19,1,NA,NA,NA,126,3,41,1015,16,SE,46.94,0,0
28965,2013,4,21,20,1,104,101,NA,102,3,47,1016,14,SE,50.96,0,0
28966,2013,4,21,21,1,83,NA,70,89,3,50,1016,13,SE,54.98,0,0
28967,2013,4,21,22,1,86,87,88,89,3,50,1016,13,SE,58.11,0,0
28968,2013,4,21,23,1,101,96,97,104,3,50,1016,13,SE,63.03,0,0
28969,2013,4,22,0,1,114,102,82,114,3,54,1016,12,SE,67.05,0,0
28970,2013,4,22,1,1,122,111,88,120,4,61,1016,11,SE,71.07,0,0
28971,2013,4,22,2,1,105,118,89,123,4,66,1015,10,SE,74.2,0,0
28972,2013,4,22,3,1,108,124,94,128,4,70,1015,9,SE,75.99,0,0
28973,2013,4,22,4,1,109,131,97,138,4,81,1016,7,cv,0.89,0,0
28974,2013,4,22,5,1,116,136,106,147,3,75,1016,7,SE,1.79,0,0
28975,2013,4,22,6,1,124,137,114,151,4,75,1016,8,SE,4.92,0,0
28976,2013,4,22,7,1,133,149,122,160,5,75,1016,9,SE,6.71,0,0
28977,2013,4,22,8,1,167,156,156,165,5,71,1016,10,SE,9.84,0,0
28978,2013,4,22,9,1,181,174,NA,175,6,66,1016,12,SE,11.63,0,0
28979,2013,4,22,10,1,188,191,NA,195,6,62,1016,13,cv,1.79,0,0
