No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
20554,2012,5,6,9,1,NA,NA,NA,15,45.16,1010.8,28,SW,3,0,0
20555,2012,5,6,10,1,NA,NA,NA,16,42.9,1010.8,30,SW,6,0,0
20556,2012,5,6,11,1,NA,NA,NA,12,33.11,1010.2,30,NW,3,0,0
20557,2012,5,6,12,1,NA,NA,NA,12,31.27,1009.1,31,SW,3,0,0
20558,2012,5,6,13,1,NA,NA,NA,13,31.55,1009.1,32,SW,7,0,0
20559,2012,5,6,14,1,NA,NA,NA,11,27.66,1008.1,32,SW,10,0,0
20560,2012,5,6,15,1,NA,NA,NA,11,27.66,1008.1,32,SW,14,0,0
20561,2012,5,6,16,1,NA,NA,NA,11,29.27,1007.1,31,NW,3,0,0
20562,2012,5,6,17,1,NA,NA,NA,10,28.99,1007.1,30,NW,6,0,0
20563,2012,5,6,18,1,NA,NA,NA,11,34.78,1007.1,28,NW,9,0,0
20564,2012,5,6,19,1,NA,NA,NA,10,32.54,1008.1,28,SW,2,0,0
20565,2012,5,6,20,1,NA,NA,NA,13,47.33,1008.1,25,SW,5,0,0
20566,2012,5,6,21,1,NA,NA,NA,13,50.24,1009.1,24,SW,9,0,0
20567,2012,5,6,22,1,NA,NA,NA,13,53.36,1009.1,23,SW,12,0,0
20568,2012,5,6,23,1,NA,NA,NA,13,53.36,1009.1,23,SW,15,0,0
20569,2012,5,7,0,1,NA,NA,NA,13,56.69,1009.1,22,SW,17,0,0
20570,2012,5,7,1,1,NA,NA,NA,13,56.69,1009.1,22,cv,0,0,0
20571,2012,5,7,2,1,NA,NA,NA,14,64.32,1008.1,21,SW,2,0,0
20572,2012,5,7,3,1,NA,NA,NA,14,68.4,1008.1,20,SW,3,0,0
20573,2012,5,7,4,1,NA,NA,NA,14,64.32,1008.1,21,SE,1,0,0
20574,2012,5,7,5,1,NA,NA,NA,14,64.32,1008.1,21,NE,1,0,0
20575,2012,5,7,6,1,NA,NA,NA,15,72.96,1008.1,20,SE,1,0,0
20576,2012,5,7,7,1,NA,NA,NA,15,60.74,1009.1,23,SE,4,0,0
20577,2012,5,7,8,1,NA,NA,NA,15,50.78,1009.1,26,SW,4,0,0
20578,2012,5,7,9,1,NA,NA,NA,16,45.44,1009.1,29,SW,6,0,0
20579,2012,5,7,10,1,NA,NA,NA,15,40.24,1009.1,30,SW,9,0,0
20580,2012,5,7,11,1,NA,NA,NA,14,33.67,1008.1,32,SW,13,0,0
20581,2012,5,7,12,1,NA,NA,NA,13,29.82,1008.1,33,SW,18,0,0
20582,2012,5,7,13,1,NA,NA,NA,12,27.93,1007.1,33,SE,5,0,0
20583,2012,5,7,14,1,NA,NA,NA,12,29.55,1006.1,32,SE,11,0,0
20584,2012,5,7,15,1,NA,NA,NA,10,25.87,1006.1,32,SE,16,0,0
20585,2012,5,7,16,1,NA,NA,NA,10,27.38,1005.1,31,SE,21,0,0
20586,2012,5,7,17,1,NA,NA,NA,10,28.99,1005.1,30,SE,27,0,0
20587,2012,5,7,18,1,NA,NA,NA,11,34.78,1005.1,28,SE,33,0,0
20588,2012,5,7,19,1,NA,NA,NA,12,39.39,1004.1,27,SE,37,0,0
20589,2012,5,7,20,1,NA,NA,NA,10,36.58,1005.1,26,SE,41,0,0
20590,2012,5,7,21,1,NA,NA,NA,11,41.49,1005.1,25,SE,44,0,0
20591,2012,5,7,22,1,NA,NA,NA,13,50.24,1006.1,24,SE,48,0.1,0.1
20592,2012,5,7,23,1,NA,NA,NA,16,68.81,1006.1,22,SE,50,0.7,0.8
20593,2012,5,8,0,1,NA,NA,NA,16,73.14,1006.1,21,SW,3,1.5,2.3
20594,2012,5,8,1,1,NA,NA,NA,17,82.89,1005.1,20,SE,3,1,3.3
20595,2012,5,8,2,1,NA,NA,NA,18,88.28,1006.1,20,cv,1,0.9,4.2
20596,2012,5,8,3,1,NA,NA,NA,18,83.01,1004.1,21,SE,1,12.9,17.1
20597,2012,5,8,4,1,NA,NA,NA,17,88.2,1004.1,19,SE,7,4.2,21.3
20598,2012,5,8,5,1,NA,NA,NA,16,88.11,1003.1,18,SE,13,1.5,22.8
20599,2012,5,8,6,1,NA,NA,NA,16,88.11,1003.1,18,SE,17,0.2,23
20600,2012,5,8,7,1,NA,NA,NA,17,88.2,1003.1,19,SE,21,0,0
20601,2012,5,8,8,1,NA,NA,NA,18,88.28,1003.1,20,SE,26,0,0
20602,2012,5,8,9,1,NA,NA,NA,19,93.98,1003.1,20,SE,29,0.1,0.1
20603,2012,5,8,10,1,NA,NA,NA,19,88.37,1003.1,21,SE,31,0,0
20604,2012,5,8,11,1,NA,48,NA,19,88.37,1003.1,21,SW,1,0,0
20605,2012,5,8,12,1,NA,60,NA,19,83.13,1003.1,22,cv,1,0,0
20606,2012,5,8,13,1,NA,80,NA,19,83.13,1003.1,22,NW,3,0,0
20607,2012,5,8,14,1,NA,116,NA,20,83.25,1003.1,23,NW,8,0,0
20608,2012,5,8,15,1,NA,99,NA,20,83.25,1003.1,23,NE,5,0,0
20609,2012,5,8,16,1,NA,69,NA,19,83.13,1003.1,22,NW,5,0,0
20610,2012,5,8,17,1,NA,69,NA,18,83.01,1004.1,21,NE,6,0,0
20611,2012,5,8,18,1,NA,47,NA,18,88.28,1005.1,20,NE,12,0,0
20612,2012,5,8,19,1,NA,53,NA,17,88.2,1005.1,19,NE,18,0,0
20613,2012,5,8,20,1,NA,40,NA,17,88.2,1006.1,19,NE,23,0,0
20614,2012,5,8,21,1,NA,30,NA,17,88.2,1007.1,19,NE,28,0,0
20615,2012,5,8,22,1,NA,40,NA,17,88.2,1008.1,19,NE,33,0,0
20616,2012,5,8,23,1,NA,37,NA,17,93.89,1008.1,18,NE,38,0,0
20617,2012,5,9,0,1,NA,23,NA,17,93.89,1009.1,18,NE,43,0,0
20618,2012,5,9,1,1,NA,11,NA,16,88.11,1009.1,18,NE,48,0,0
20619,2012,5,9,2,1,NA,13,NA,16,88.11,1009.1,18,NE,52,0,0
20620,2012,5,9,3,1,NA,15,NA,16,88.11,1009.1,18,NE,56,0,0
20621,2012,5,9,4,1,NA,25,NA,16,93.84,1010.2,17,NE,60,0,0
20622,2012,5,9,5,1,NA,27,NA,16,88.11,1010.8,18,NE,65,0,0
20623,2012,5,9,6,1,NA,39,NA,16,88.11,1010.8,18,NE,69,0,0
20624,2012,5,9,7,1,NA,33,NA,16,82.77,1011.9,19,NE,74,0,0
20625,2012,5,9,8,1,NA,32,NA,16,82.77,1012.9,19,NE,78,0,0
20626,2012,5,9,9,1,NA,27,NA,16,82.77,1012.9,19,NE,81,0,0
20627,2012,5,9,10,1,NA,29,NA,16,77.79,1013.9,20,NE,83,0,0
20628,2012,5,9,11,1,NA,28,NA,16,73.14,1013.9,21,NE,86,0,0
20629,2012,5,9,12,1,NA,32,NA,16,68.81,1013.9,22,SE,4,0,0
20630,2012,5,9,13,1,NA,27,NA,17,73.32,1013.9,22,NE,4,0,0
20631,2012,5,9,14,1,NA,30,NA,16,73.14,1012.9,21,NE,7,0,0
20632,2012,5,9,15,1,NA,24,NA,16,68.81,1012.9,22,SE,2,0,0
20633,2012,5,9,16,1,NA,37,NA,16,73.14,1012.9,21,SE,5,0,0
20634,2012,5,9,17,1,NA,41,NA,15,68.61,1012.9,21,SE,8,0,0
20635,2012,5,9,18,1,NA,37,NA,15,72.96,1012.9,20,SE,11,0,0
20636,2012,5,9,19,1,NA,34,NA,15,72.96,1013.9,20,SE,14,0,0
20637,2012,5,9,20,1,NA,NA,NA,15,77.64,1013.9,19,SE,16,0,0
20638,2012,5,9,21,1,NA,47,NA,15,82.65,1014.9,18,SE,18,0,0
20639,2012,5,9,22,1,NA,48,NA,15,82.65,1014.9,18,SE,20,0,0
20640,2012,5,9,23,1,NA,41,NA,15,82.65,1014.9,18,SE,22,0,0
20641,2012,5,10,0,1,NA,44,NA,15,82.65,1013.9,18,SE,24,0,0
20642,2012,5,10,1,1,NA,44,NA,15,88.02,1013.9,17,SE,26,0,0
20643,2012,5,10,2,1,NA,37,NA,15,88.02,1013.9,17,SE,27,0,0
20644,2012,5,10,3,1,NA,38,NA,14,87.93,1013.9,16,SE,28,0,0
20645,2012,5,10,4,1,NA,34,NA,14,87.93,1013.9,16,SE,29,0,0
20646,2012,5,10,5,1,NA,36,NA,15,88.02,1013.9,17,SE,30,0,0
20647,2012,5,10,6,1,NA,42,NA,15,88.02,1013.9,17,SE,31,0,0
20648,2012,5,10,7,1,NA,40,NA,15,82.65,1014.9,18,SE,33,0,0
20649,2012,5,10,8,1,NA,40,NA,15,72.96,1014.9,20,SE,35,0,0
20650,2012,5,10,9,1,NA,32,NA,16,73.14,1014.9,21,cv,1,0,0
20651,2012,5,10,10,1,NA,39,NA,14,56.95,1014.9,23,NE,2,0,0
20652,2012,5,10,11,1,NA,47,NA,14,53.62,1013.9,24,NE,4,0,0
20653,2012,5,10,12,1,NA,50,NA,14,47.61,1013.9,26,NE,7,0,0
20654,2012,5,10,13,1,NA,57,NA,13,44.61,1013.9,26,NE,11,0,0
20655,2012,5,10,14,1,NA,54,NA,13,44.61,1012.9,26,NE,14,0,0
20656,2012,5,10,15,1,NA,48,NA,13,44.61,1011.9,26,NE,18,0,0
20657,2012,5,10,16,1,NA,51,NA,12,44.33,1011.9,25,NE,22,0,0
20658,2012,5,10,17,1,NA,54,NA,13,50.24,1011.9,24,NE,26,0,0
20659,2012,5,10,18,1,NA,61,NA,14,60.51,1011.9,22,NE,29,0,0
20660,2012,5,10,19,1,NA,73,NA,15,72.96,1012.9,20,NE,33,0,0
20661,2012,5,10,20,1,NA,73,NA,14,77.48,1013.9,18,SE,4,0,0
20662,2012,5,10,21,1,NA,75,NA,14,82.52,1013.9,17,SE,7,0,0
20663,2012,5,10,22,1,NA,67,NA,13,77.32,1014.9,17,SE,9,0,0
20664,2012,5,10,23,1,NA,67,NA,13,82.4,1014.9,16,SE,13,0,0
20665,2012,5,11,0,1,NA,75,NA,13,82.4,1013.9,16,SE,16,0,0
20666,2012,5,11,1,1,NA,73,NA,13,77.32,1013.9,17,SE,20,0,0
20667,2012,5,11,2,1,NA,80,NA,13,77.32,1013.9,17,NE,4,0,0
20668,2012,5,11,3,1,NA,70,NA,13,77.32,1012.9,17,SE,4,0,0
20669,2012,5,11,4,1,NA,63,NA,13,77.32,1012.9,17,NE,4,0,0
20670,2012,5,11,5,1,NA,59,NA,13,82.4,1012.9,16,SE,5,0,0
20671,2012,5,11,6,1,NA,53,NA,13,77.32,1013.9,17,SE,9,0,0
20672,2012,5,11,7,1,NA,61,NA,13,77.32,1013.9,17,SE,14,0,0
20673,2012,5,11,8,1,NA,66,NA,13,72.6,1014.9,18,SE,18,0,0
20674,2012,5,11,9,1,NA,71,NA,14,68.4,1013.9,20,SE,23,0,0
20675,2012,5,11,10,1,NA,78,NA,14,64.32,1013.9,21,SE,27,0,0
20676,2012,5,11,11,1,NA,80,NA,15,64.54,1012.9,22,SE,32,0,0
20677,2012,5,11,12,1,NA,88,NA,15,57.2,1011.9,24,SE,37,0,0
20678,2012,5,11,13,1,NA,88,NA,14,53.62,1011.9,24,SE,42,0,0
20679,2012,5,11,14,1,NA,71,NA,14,50.51,1010.8,25,SE,47,0,0
20680,2012,5,11,15,1,NA,65,NA,15,53.88,1010.2,25,SE,53,0,0
20681,2012,5,11,16,1,NA,72,NA,15,57.2,1010.2,24,SE,59,0,0
20682,2012,5,11,17,1,NA,66,NA,15,64.54,1010.8,22,NE,5,0,0
20683,2012,5,11,18,1,NA,69,NA,15,72.96,1010.8,20,NE,10,0,0
20684,2012,5,11,19,1,NA,72,NA,14,72.78,1010.8,19,NE,14,0,0
20685,2012,5,11,20,1,NA,66,NA,14,77.48,1010.8,18,NE,20,0,0
20686,2012,5,11,21,1,NA,65,NA,14,77.48,1011.9,18,SE,6,0,0
20687,2012,5,11,22,1,NA,57,NA,14,77.48,1011.9,18,SE,11,0,0
20688,2012,5,11,23,1,NA,59,NA,15,82.65,1011.9,18,SE,16,0,0
20689,2012,5,12,0,1,NA,56,NA,15,82.65,1010.8,18,SE,22,0,0
20690,2012,5,12,1,1,NA,57,NA,15,77.64,1010.8,19,SE,29,0,0
20691,2012,5,12,2,1,NA,58,NA,15,77.64,1010.2,19,SE,35,0,0
20692,2012,5,12,3,1,NA,62,NA,15,77.64,1010.2,19,SE,42,0,0
20693,2012,5,12,4,1,NA,64,NA,15,82.65,1010.2,18,SE,47,0,0
20694,2012,5,12,5,1,NA,72,NA,15,82.65,1010.2,18,SE,53,0,0
20695,2012,5,12,6,1,NA,69,NA,16,82.77,1010.2,19,SE,59,0,0
20696,2012,5,12,7,1,NA,66,NA,16,77.79,1010.2,20,SE,64,0,0
20697,2012,5,12,8,1,NA,60,NA,16,77.79,1010.2,20,SE,70,0,0
20698,2012,5,12,9,1,NA,60,NA,16,68.81,1010.2,22,SE,76,0,0
20699,2012,5,12,10,1,NA,62,NA,17,69.01,1010.2,23,SE,83,0,0
20700,2012,5,12,11,1,NA,66,NA,17,64.98,1009.1,24,SE,90,0,0
20701,2012,5,12,12,1,NA,67,NA,17,61.21,1008.1,25,SE,97,0,0
20702,2012,5,12,13,1,NA,72,NA,17,61.21,1008.1,25,SE,105,0,0
20703,2012,5,12,14,1,NA,69,NA,17,57.69,1007.1,26,SE,112,0,0
20704,2012,5,12,15,1,NA,69,NA,17,61.21,1007.1,25,SE,119,0,0
20705,2012,5,12,16,1,NA,62,NA,16,60.98,1007.1,24,SE,126,0,0
20706,2012,5,12,17,1,NA,60,NA,17,64.98,1007.1,24,SE,131,0,0
20707,2012,5,12,18,1,NA,63,NA,17,69.01,1007.1,23,SE,137,0,0
20708,2012,5,12,19,1,NA,63,NA,17,69.01,1007.1,23,SE,142,0,0
20709,2012,5,12,20,1,NA,56,NA,17,73.32,1007.1,22,SE,147,0,0
20710,2012,5,12,21,1,NA,62,NA,18,78.09,1007.1,22,SE,153,0,0
20711,2012,5,12,22,1,NA,60,NA,18,78.09,1007.1,22,SE,159,0,0
20712,2012,5,12,23,1,NA,64,NA,18,78.09,1007.1,22,SE,165,0.1,0.1
20713,2012,5,13,0,1,NA,54,NA,19,88.37,1007.1,21,SE,170,0.2,0.3
20714,2012,5,13,1,1,NA,48,NA,19,88.37,1007.1,21,SE,174,0.1,0.4
20715,2012,5,13,2,1,NA,51,NA,18,83.01,1006.1,21,SE,178,0.4,0.8
20716,2012,5,13,3,1,NA,56,NA,18,88.28,1006.1,20,SE,183,0.2,1
20717,2012,5,13,4,1,NA,43,NA,18,88.28,1006.1,20,SE,187,0.1,1.1
20718,2012,5,13,5,1,NA,25,NA,17,82.89,1006.1,20,SE,193,0,0
20719,2012,5,13,6,1,NA,27,NA,17,88.2,1007.1,19,SE,197,0,0
20720,2012,5,13,7,1,NA,15,NA,17,88.2,1007.1,19,SE,202,0,0
20721,2012,5,13,8,1,NA,24,NA,17,82.89,1006.1,20,SE,207,0,0
20722,2012,5,13,9,1,NA,24,NA,18,83.01,1007.1,21,SE,212,0,0
20723,2012,5,13,10,1,NA,26,NA,17,77.94,1007.1,21,SE,215,0,0
20724,2012,5,13,11,1,NA,27,NA,17,77.94,1006.1,21,SE,219,0,0
20725,2012,5,13,12,1,NA,37,NA,17,77.94,1006.1,21,SE,222,0,0
20726,2012,5,13,13,1,NA,34,NA,17,77.94,1006.1,21,NE,2,0,0
20727,2012,5,13,14,1,NA,31,NA,17,77.94,1006.1,21,NE,5,0,0
20728,2012,5,13,15,1,NA,32,NA,17,82.89,1006.1,20,NE,8,0.4,0.4
20729,2012,5,13,16,1,NA,37,NA,18,88.28,1006.1,20,NE,10,0,0
20730,2012,5,13,17,1,NA,17,NA,17,82.89,1006.1,20,NE,14,0.2,0.2
20731,2012,5,13,18,1,NA,29,NA,17,82.89,1005.1,20,NE,17,0.3,0.5
20732,2012,5,13,19,1,NA,32,NA,17,88.2,1006.1,19,NE,21,0.5,1
20733,2012,5,13,20,1,NA,33,NA,18,88.28,1007.1,20,NE,24,0.6,1.6
20734,2012,5,13,21,1,NA,23,NA,18,93.94,1007.1,19,NE,26,0.1,1.7
20735,2012,5,13,22,1,NA,32,NA,17,88.2,1007.1,19,NE,30,0,0
20736,2012,5,13,23,1,NA,40,NA,17,88.2,1007.1,19,NE,34,0,0
20737,2012,5,14,0,1,NA,NA,NA,17,88.2,1006.1,19,NE,38,0,0
20738,2012,5,14,1,1,NA,24,NA,18,93.94,1006.1,19,NE,41,0,0
20739,2012,5,14,2,1,NA,38,NA,18,93.94,1006.1,19,NE,45,0,0
20740,2012,5,14,3,1,NA,35,NA,18,93.94,1005.1,19,NE,49,0,0
20741,2012,5,14,4,1,NA,26,NA,18,93.94,1006.1,19,NE,53,0,0
20742,2012,5,14,5,1,NA,30,NA,18,93.94,1006.1,19,NE,56,0,0
20743,2012,5,14,6,1,NA,43,NA,18,93.94,1007.1,19,NW,3,0,0
20744,2012,5,14,7,1,NA,45,NA,18,88.28,1007.1,20,NW,7,0,0
20745,2012,5,14,8,1,NA,64,NA,18,88.28,1007.1,20,NE,3,0,0
20746,2012,5,14,9,1,NA,59,NA,19,88.37,1007.1,21,NW,4,0,0
20747,2012,5,14,10,1,NA,70,NA,19,83.13,1008.1,22,NW,9,0,0
20748,2012,5,14,11,1,NA,62,NA,19,78.24,1007.1,23,NW,13,0,0
20749,2012,5,14,12,1,NA,65,NA,19,78.24,1007.1,23,NW,19,0,0
20750,2012,5,14,13,1,NA,67,NA,18,73.5,1007.1,23,NE,4,0.2,0.2
20751,2012,5,14,14,1,NA,50,NA,19,83.13,1007.1,22,NE,8,0,0
20752,2012,5,14,15,1,NA,NA,NA,18,78.09,1007.1,22,NE,12,0,0
20753,2012,5,14,16,1,NA,64,NA,18,78.09,1007.1,22,NE,17,0,0
20754,2012,5,14,17,1,NA,76,NA,18,78.09,1007.1,22,NW,5,0,0
20755,2012,5,14,18,1,NA,67,NA,18,83.01,1007.1,21,NW,8,0.4,0.4
20756,2012,5,14,19,1,NA,70,NA,19,88.37,1008.1,21,NE,4,0.5,0.9
20757,2012,5,14,20,1,NA,79,NA,18,88.28,1009.1,20,NE,10,0.3,1.2
20758,2012,5,14,21,1,NA,72,NA,18,88.28,1010.2,20,NE,15,1.6,2.8
20759,2012,5,14,22,1,NA,68,NA,16,82.77,1010.8,19,NE,21,2.9,5.7
20760,2012,5,14,23,1,NA,50,NA,16,93.84,1010.8,17,NE,25,1.3,7
20761,2012,5,15,0,1,NA,87,NA,16,93.84,1010.2,17,NE,28,0.2,7.2
20762,2012,5,15,1,1,NA,NA,NA,16,93.84,1010.2,17,NW,2,0,0
20763,2012,5,15,2,1,NA,23,NA,16,93.84,1010.2,17,NW,4,0,0
20764,2012,5,15,3,1,NA,22,NA,16,93.84,1010.2,17,cv,0,0.1,0.1
20765,2012,5,15,4,1,NA,49,NA,16,88.11,1010.2,18,NW,2,0,0
20766,2012,5,15,5,1,NA,57,NA,16,93.84,1010.2,17,NW,4,0,0
20767,2012,5,15,6,1,NA,63,NA,16,88.11,1010.2,18,cv,0,0,0
20768,2012,5,15,7,1,NA,91,NA,15,77.64,1010.8,19,NW,3,0,0
20769,2012,5,15,8,1,NA,109,NA,15,77.64,1010.8,19,NW,6,0,0
20770,2012,5,15,9,1,NA,111,NA,15,68.61,1010.8,21,NW,9,0,0
20771,2012,5,15,10,1,NA,109,NA,16,64.76,1011.9,23,NW,12,0,0
20772,2012,5,15,11,1,NA,140,NA,15,57.2,1010.8,24,NW,13,0,0
20773,2012,5,15,12,1,NA,152,NA,16,60.98,1010.2,24,NW,15,0,0
20774,2012,5,15,13,1,NA,155,NA,16,54.14,1009.1,26,SW,2,0,0
20775,2012,5,15,14,1,NA,164,NA,14,44.89,1009.1,27,SW,3,0,0
20776,2012,5,15,15,1,NA,150,NA,14,44.89,1008.1,27,SW,6,0,0
20777,2012,5,15,16,1,NA,155,NA,14,50.51,1008.1,25,SW,10,0,0
20778,2012,5,15,17,1,NA,133,NA,14,50.51,1008.1,25,SW,14,0,0
20779,2012,5,15,18,1,NA,119,NA,14,53.62,1009.1,24,SW,17,0,0
20780,2012,5,15,19,1,NA,111,NA,14,53.62,1009.1,24,SW,19,0,0
20781,2012,5,15,20,1,NA,121,NA,14,56.95,1010.2,23,SW,21,0,0
20782,2012,5,15,21,1,NA,122,NA,16,68.81,1010.2,22,SW,24,0,0
20783,2012,5,15,22,1,NA,151,NA,16,68.81,1010.2,22,SW,27,0,0
20784,2012,5,15,23,1,NA,171,NA,15,64.54,1009.1,22,SW,29,0,0
20785,2012,5,16,0,1,NA,163,NA,15,68.61,1009.1,21,SW,31,0,0
20786,2012,5,16,1,1,NA,140,NA,15,72.96,1009.1,20,SW,33,0,0
20787,2012,5,16,2,1,NA,141,NA,15,77.64,1009.1,19,SW,35,0,0
20788,2012,5,16,3,1,NA,131,NA,15,77.64,1009.1,19,SW,37,0,0
20789,2012,5,16,4,1,NA,137,NA,15,82.65,1008.1,18,SW,39,0,0
20790,2012,5,16,5,1,NA,138,NA,16,88.11,1008.1,18,SW,42,0,0
20791,2012,5,16,6,1,NA,129,NA,16,82.77,1009.1,19,SW,43,0,0
20792,2012,5,16,7,1,NA,110,NA,18,78.09,1009.1,22,SW,45,0,0
20793,2012,5,16,8,1,NA,107,NA,17,64.98,1009.1,24,SW,48,0,0
20794,2012,5,16,9,1,NA,88,NA,17,57.69,1008.1,26,SW,51,0,0
20795,2012,5,16,10,1,NA,74,NA,15,47.88,1008.1,27,SW,54,0,0
20796,2012,5,16,11,1,NA,67,NA,13,37.44,1007.1,29,SW,57,0,0
20797,2012,5,16,12,1,NA,60,NA,11,30.99,1007.1,30,SW,62,0,0
20798,2012,5,16,13,1,NA,62,NA,10,28.99,1006.1,30,SW,67,0,0
20799,2012,5,16,14,1,NA,58,NA,11,30.99,1005.1,30,SW,71,0,0
20800,2012,5,16,15,1,NA,55,NA,8,23.93,1004.1,31,SW,75,0,0
20801,2012,5,16,16,1,NA,72,NA,7,23.66,1004.1,30,SW,80,0,0
20802,2012,5,16,17,1,NA,76,NA,8,28.43,1004.1,28,SW,85,0,0
20803,2012,5,16,18,1,NA,61,NA,4,22.86,1004.1,27,SW,92,0,0
20804,2012,5,16,19,1,NA,78,NA,11,39.1,1004.1,26,SW,98,0,0
20805,2012,5,16,20,1,NA,98,NA,16,60.98,1005.1,24,SW,103,0,0
20806,2012,5,16,21,1,NA,136,NA,17,69.01,1005.1,23,SW,107,0,0
20807,2012,5,16,22,1,NA,152,NA,17,69.01,1005.1,23,SW,111,0,0
20808,2012,5,16,23,1,NA,149,NA,17,73.32,1005.1,22,SW,114,0,0
20809,2012,5,17,0,1,NA,95,NA,15,64.54,1007.1,22,NE,7,0,0
20810,2012,5,17,1,1,NA,36,NA,14,60.51,1006.1,22,NE,9,0,0
20811,2012,5,17,2,1,NA,33,NA,14,64.32,1006.1,21,SE,2,0,0
20812,2012,5,17,3,1,NA,37,NA,15,68.61,1006.1,21,cv,0,0,0
20813,2012,5,17,4,1,NA,32,NA,15,72.96,1007.1,20,NW,2,0,0
20814,2012,5,17,5,1,NA,40,NA,15,72.96,1007.1,20,NW,3,0,0
20815,2012,5,17,6,1,NA,50,NA,16,77.79,1008.1,20,NW,4,0,0
20816,2012,5,17,7,1,NA,82,NA,15,64.54,1008.1,22,NW,8,0,0
20817,2012,5,17,8,1,NA,91,NA,15,60.74,1009.1,23,NE,3,0,0
20818,2012,5,17,9,1,NA,83,NA,15,53.88,1009.1,25,NW,2,0,0
20819,2012,5,17,10,1,NA,70,NA,11,39.1,1009.1,26,NW,6,0,0
20820,2012,5,17,11,1,NA,55,NA,6,24.79,1009.1,28,NW,12,0,0
20821,2012,5,17,12,1,NA,51,NA,7,25.06,1009.1,29,NW,17,0,0
20822,2012,5,17,13,1,NA,50,NA,5,20.6,1008.1,30,NW,22,0,0
20823,2012,5,17,14,1,NA,52,NA,7,23.66,1008.1,30,NW,28,0,0
20824,2012,5,17,15,1,NA,47,NA,2,15.75,1008.1,31,NE,6,0,0
20825,2012,5,17,16,1,NA,53,NA,4,19.21,1008.1,30,NW,4,0,0
20826,2012,5,17,17,1,NA,52,NA,5,21.82,1008.1,29,NW,7,0,0
20827,2012,5,17,18,1,NA,48,NA,4,21.56,1009.1,28,NW,10,0,0
20828,2012,5,17,19,1,NA,53,NA,3,21.3,1010.2,27,NE,3,0,0
20829,2012,5,17,20,1,NA,64,NA,4,25.72,1010.2,25,SW,4,0,0
20830,2012,5,17,21,1,NA,110,NA,11,46.78,1010.8,23,SE,2,0,0
20831,2012,5,17,22,1,NA,101,NA,11,49.7,1010.8,22,SE,4,0,0
20832,2012,5,17,23,1,NA,84,NA,9,43.47,1010.8,22,SE,7,0,0
20833,2012,5,18,0,1,NA,69,NA,10,49.42,1010.8,21,SE,9,0,0
20834,2012,5,18,1,1,NA,62,NA,11,56.19,1010.8,20,SE,12,0,0
20835,2012,5,18,2,1,NA,61,NA,11,59.78,1010.8,19,SE,14,0,0
20836,2012,5,18,3,1,NA,60,NA,11,59.78,1010.8,19,SE,16,0,0
20837,2012,5,18,4,1,NA,61,NA,11,59.78,1010.8,19,SE,18,0,0
20838,2012,5,18,5,1,NA,60,NA,11,59.78,1010.8,19,SE,20,0,0
20839,2012,5,18,6,1,NA,71,NA,13,64.09,1011.9,20,SE,22,0,0
20840,2012,5,18,7,1,NA,88,NA,13,56.69,1012.9,22,SE,25,0,0
20841,2012,5,18,8,1,NA,91,NA,12,47.05,1012.9,24,SE,28,0,0
20842,2012,5,18,9,1,NA,83,NA,8,31.97,1012.9,26,SE,33,0,0
20843,2012,5,18,10,1,NA,62,NA,11,34.78,1012.9,28,SE,37,0,0
20844,2012,5,18,11,1,NA,48,NA,6,23.39,1012.9,29,SE,41,0,0
20845,2012,5,18,12,1,NA,43,NA,8,25.33,1011.9,30,SE,45,0,0
20846,2012,5,18,13,1,NA,41,NA,5,20.6,1011.9,30,SE,50,0,0
20847,2012,5,18,14,1,NA,48,NA,3,17.9,1011.9,30,SE,55,0,0
20848,2012,5,18,15,1,NA,49,NA,3,17.9,1010.8,30,SE,61,0,0
20849,2012,5,18,16,1,NA,45,NA,5,21.82,1010.8,29,SE,67,0,0
20850,2012,5,18,17,1,NA,51,NA,5,23.13,1010.2,28,SE,73,0,0
20851,2012,5,18,18,1,NA,75,NA,9,34.21,1010.8,26,SE,78,0,0
20852,2012,5,18,19,1,NA,92,NA,12,47.05,1010.8,24,SE,83,0,0
20853,2012,5,18,20,1,NA,82,NA,13,53.36,1011.9,23,SE,88,0,0
20854,2012,5,18,21,1,NA,94,NA,13,56.69,1011.9,22,SE,93,0,0
20855,2012,5,18,22,1,NA,67,NA,13,56.69,1011.9,22,SE,98,0,0
20856,2012,5,18,23,1,NA,51,NA,12,53.1,1011.9,22,SE,102,0,0
20857,2012,5,19,0,1,NA,41,NA,13,56.69,1011.9,22,SE,107,0,0
20858,2012,5,19,1,1,NA,41,NA,14,60.51,1010.8,22,SE,112,0,0
20859,2012,5,19,2,1,NA,39,NA,15,68.61,1010.8,21,SE,116,0.1,0.1
20860,2012,5,19,3,1,NA,47,NA,16,77.79,1010.8,20,SE,119,0.3,0.4
20861,2012,5,19,4,1,NA,50,NA,16,77.79,1010.8,20,NE,3,0.2,0.6
20862,2012,5,19,5,1,NA,54,NA,16,77.79,1010.8,20,SE,3,0.5,1.1
20863,2012,5,19,6,1,NA,70,NA,17,82.89,1010.8,20,SE,6,0.4,1.5
20864,2012,5,19,7,1,NA,70,NA,17,82.89,1011.9,20,SE,9,1.2,2.7
20865,2012,5,19,8,1,NA,72,NA,17,82.89,1012.9,20,SE,12,1.3,4
