No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
18273,2012,2,1,8,4,NA,NA,NA,5,81.34,1021,8,NW,1,0,0
18274,2012,2,1,9,4,NA,NA,NA,6,87.19,1021,8,NW,3,0,0
18275,2012,2,1,10,4,NA,NA,NA,6,87.19,1022,8,NW,5,0,0
18276,2012,2,1,11,4,NA,NA,NA,6,81.48,1022,9,NE,1,0,0
18277,2012,2,1,12,4,NA,NA,NA,6,81.48,1022,9,NW,2,0,0
18278,2012,2,1,13,4,NA,NA,NA,6,81.48,1021,9,NW,4,0,0
18279,2012,2,1,14,4,NA,NA,NA,5,71.07,1019,10,NE,2,0,0
18280,2012,2,1,15,4,NA,NA,NA,5,71.07,1019,10,cv,1,0,0
18281,2012,2,1,16,4,NA,NA,NA,5,71.07,1019,10,cv,2,0,0
18282,2012,2,1,17,4,NA,NA,NA,6,76.18,1019,10,SW,2,0,0
18283,2012,2,1,18,4,NA,NA,NA,6,81.48,1020,9,NW,2,0,0
18284,2012,2,1,19,4,NA,NA,NA,6,81.48,1021,9,NW,4,0,0
18285,2012,2,1,20,4,NA,NA,NA,6,81.48,1022,9,SW,2,0,0
18286,2012,2,1,21,4,NA,NA,NA,6,81.48,1023,9,SW,4,0,0
18287,2012,2,1,22,4,NA,NA,NA,6,87.19,1024,8,SW,5,0,0
18288,2012,2,1,23,4,NA,NA,NA,6,87.19,1024,8,cv,1,0,0
18289,2012,2,2,0,4,NA,NA,NA,6,87.19,1024,8,SW,1,0,0
18290,2012,2,2,1,4,NA,NA,NA,6,93.35,1024,7,cv,0,0,0
18291,2012,2,2,2,4,NA,NA,NA,6,87.19,1024,8,SW,1,0,0
18292,2012,2,2,3,4,NA,NA,NA,6,93.35,1024,7,SW,2,0,0
18293,2012,2,2,4,4,NA,NA,NA,6,87.19,1024,8,cv,1,0,0
18294,2012,2,2,5,4,NA,NA,NA,6,93.35,1024,7,cv,2,0,0
18295,2012,2,2,6,4,NA,NA,NA,4,75.84,1024,8,NW,3,0,0
18296,2012,2,2,7,4,NA,NA,NA,4,75.84,1025.1,8,NW,6,0,0
18297,2012,2,2,8,4,NA,NA,NA,4,81.2,1026.1,7,NW,9,0,0
18298,2012,2,2,9,4,NA,NA,NA,5,81.34,1026.1,8,NE,4,0,0
18299,2012,2,2,10,4,NA,NA,NA,5,81.34,1027.1,8,NE,7,0,0
18300,2012,2,2,11,4,NA,NA,NA,5,81.34,1027.1,8,NE,11,0,0
18301,2012,2,2,12,4,NA,NA,NA,5,81.34,1027.1,8,NE,15,0,0
18302,2012,2,2,13,4,NA,NA,NA,5,81.34,1026.1,8,NE,19,0,0
18303,2012,2,2,14,4,NA,NA,NA,5,81.34,1025.1,8,NE,21,0,0
18304,2012,2,2,15,4,NA,NA,NA,5,87.09,1024,7,NE,24,0,0
18305,2012,2,2,16,4,NA,NA,NA,5,87.09,1023,7,NW,2,0,0
18306,2012,2,2,17,4,NA,NA,NA,5,87.09,1024,7,NW,4,0,0
18307,2012,2,2,18,4,NA,NA,NA,4,75.84,1024,8,NW,6,0,0
18308,2012,2,2,19,4,NA,NA,NA,4,81.2,1025.1,7,cv,1,0,0
18309,2012,2,2,20,4,NA,NA,NA,4,81.2,1026.1,7,NE,1,0,0
18310,2012,2,2,21,4,NA,NA,NA,4,81.2,1028.1,7,NE,3,0,0
18311,2012,2,2,22,4,NA,NA,NA,4,81.2,1028.1,7,NE,5,0,0
18312,2012,2,2,23,4,NA,NA,NA,3,81.06,1028.1,6,cv,0,0,0
18313,2012,2,3,0,4,NA,NA,NA,3,93.19,1028.1,4,cv,0,0,0
18314,2012,2,3,1,4,NA,NA,NA,3,86.89,1028.1,5,cv,1,0,0
18315,2012,2,3,2,4,NA,NA,NA,3,81.06,1027.1,6,NW,1,0,0
18316,2012,2,3,3,4,NA,NA,NA,4,93.24,1027.1,5,cv,0,0,0
18317,2012,2,3,4,4,NA,NA,NA,3,93.19,1026.1,4,cv,1,0,0
18318,2012,2,3,5,4,NA,NA,NA,3,93.19,1025.1,4,SW,1,0,0
18319,2012,2,3,6,4,NA,NA,NA,4,100,1025.1,4,SW,2,0,0
18320,2012,2,3,7,4,NA,NA,NA,4,100,1024,4,SE,1,0,0
18321,2012,2,3,8,4,NA,NA,NA,4,100,1024,4,cv,1,0,0
18322,2012,2,3,9,4,NA,NA,NA,4,100,1024,4,cv,2,0,0
18323,2012,2,3,10,4,NA,NA,NA,5,100,1024,5,cv,2,0,0
18324,2012,2,3,11,4,NA,NA,NA,4,86.99,1024,6,cv,3,0,0
18325,2012,2,3,12,4,NA,NA,NA,3,70.67,1022,8,cv,4,0,0
18326,2012,2,3,13,4,NA,NA,NA,2,65.82,1021,8,SE,2,0,0
18327,2012,2,3,14,4,NA,NA,NA,2,65.82,1019,8,SE,3,0,0
18328,2012,2,3,15,4,NA,NA,NA,3,70.67,1016.9,8,NE,2,0,0
18329,2012,2,3,16,4,NA,NA,NA,3,70.67,1015.9,8,NE,4,0,0
18330,2012,2,3,17,4,NA,NA,NA,3,70.67,1015.9,8,NE,7,0,0
18331,2012,2,3,18,4,NA,NA,NA,3,70.67,1015.9,8,NE,9,0,0
18332,2012,2,3,19,4,NA,NA,NA,3,75.67,1015.9,7,NE,13,0,0
18333,2012,2,3,20,4,NA,NA,NA,3,75.67,1016.9,7,NW,4,0,0
18334,2012,2,3,21,4,NA,NA,NA,3,81.06,1018,6,NE,3,0,0
18335,2012,2,3,22,4,NA,NA,NA,3,81.06,1019,6,NW,3,0,0
18336,2012,2,3,23,4,NA,NA,NA,3,81.06,1020,6,NE,3,0,0
18337,2012,2,4,0,4,NA,NA,NA,3,81.06,1020,6,NE,7,0,0
18338,2012,2,4,1,4,NA,NA,NA,3,81.06,1019,6,NE,10,0,0
18339,2012,2,4,2,4,NA,NA,NA,2,75.49,1019,6,cv,0,0,0
18340,2012,2,4,3,4,NA,NA,NA,2,80.92,1018,5,SW,2,0,0
18341,2012,2,4,4,4,NA,NA,NA,2,75.49,1016.9,6,cv,1,0,0
18342,2012,2,4,5,4,NA,NA,NA,2,80.92,1016.9,5,NW,1,0,0
18343,2012,2,4,6,4,NA,NA,NA,2,80.92,1015.9,5,cv,0,0,0
18344,2012,2,4,7,4,NA,NA,NA,3,86.89,1015.9,5,cv,0,0,0
18345,2012,2,4,8,4,NA,NA,NA,3,86.89,1016.9,5,SE,1,0,0
18346,2012,2,4,9,4,NA,NA,NA,4,93.24,1016.9,5,cv,1,0,0
18347,2012,2,4,10,4,NA,NA,NA,3,81.06,1018,6,cv,2,0,0
18348,2012,2,4,11,4,NA,NA,NA,4,81.2,1018,7,cv,3,0,0
18349,2012,2,4,12,4,NA,NA,NA,3,70.67,1018,8,cv,4,0,0
18350,2012,2,4,13,4,NA,NA,NA,3,66.05,1016.9,9,NE,2,0,0
18351,2012,2,4,14,4,NA,NA,NA,2,61.51,1015.9,9,NE,4,0,0
18352,2012,2,4,15,4,NA,NA,NA,2,61.51,1015.9,9,NE,7,0,0
18353,2012,2,4,16,4,NA,NA,NA,2,61.51,1014.9,9,NE,10,0,0
18354,2012,2,4,17,4,NA,NA,NA,3,66.05,1014.9,9,NE,13,0,0
18355,2012,2,4,18,4,NA,NA,NA,3,70.67,1015.9,8,NW,3,0,0
18356,2012,2,4,19,4,NA,NA,NA,4,75.84,1016.9,8,NW,6,0,0
18357,2012,2,4,20,4,NA,NA,NA,4,75.84,1016.9,8,NW,10,0,0
18358,2012,2,4,21,4,NA,NA,NA,4,75.84,1018,8,NW,13,0,0
18359,2012,2,4,22,4,NA,NA,NA,4,81.2,1019,7,NW,16,0,0
18360,2012,2,4,23,4,NA,NA,NA,4,81.2,1019,7,NW,18,0,0
18361,2012,2,5,0,4,NA,NA,NA,3,75.67,1019,7,cv,0,0,0
18362,2012,2,5,1,4,NA,NA,NA,3,75.67,1018,7,SW,1,0,0
18363,2012,2,5,2,4,NA,NA,NA,3,75.67,1018,7,cv,0,0,0
18364,2012,2,5,3,4,NA,NA,NA,3,81.06,1016.9,6,cv,0,0,0
18365,2012,2,5,4,4,NA,NA,NA,4,86.99,1015.9,6,cv,1,0,0
18366,2012,2,5,5,4,NA,NA,NA,4,86.99,1015.9,6,cv,2,0,0
18367,2012,2,5,6,4,NA,NA,NA,4,86.99,1015.9,6,SW,1,0,0
18368,2012,2,5,7,4,NA,NA,NA,4,86.99,1014.9,6,SW,3,0,0
18369,2012,2,5,8,4,NA,NA,NA,4,86.99,1015.9,6,SW,4,0,0
18370,2012,2,5,9,4,NA,NA,NA,4,86.99,1015.9,6,cv,1,0,0
18371,2012,2,5,10,4,NA,NA,NA,4,81.2,1015.9,7,SW,1,0,0
18372,2012,2,5,11,4,NA,NA,NA,4,75.84,1015.9,8,cv,0,0,0
18373,2012,2,5,12,4,NA,NA,NA,3,66.05,1014.9,9,SW,1,0,0
18374,2012,2,5,13,4,NA,NA,NA,2,57.51,1013.9,10,SW,2,0,0
18375,2012,2,5,14,4,NA,NA,NA,1,53.53,1011.9,10,NE,1,0,0
18376,2012,2,5,15,4,NA,NA,NA,1,46.88,1010.8,12,cv,1,0,0
18377,2012,2,5,16,4,NA,NA,NA,2,50.36,1010.2,12,NE,2,0,0
18378,2012,2,5,17,4,NA,NA,NA,0,43.6,1010.2,12,NE,5,0,0
18379,2012,2,5,18,4,NA,NA,NA,1,50.08,1010.2,11,NE,8,0,0
18380,2012,2,5,19,4,NA,NA,NA,1,50.08,1010.8,11,NE,11,0,0
18381,2012,2,5,20,4,NA,NA,NA,2,57.51,1011.9,10,NW,2,0,0
18382,2012,2,5,21,4,NA,NA,NA,3,61.76,1013.9,10,NW,5,0,0
18383,2012,2,5,22,4,NA,NA,NA,3,66.05,1013.9,9,NE,3,0,0
18384,2012,2,5,23,4,NA,NA,NA,3,66.05,1014.9,9,NW,1,0,0
18385,2012,2,6,0,4,NA,NA,NA,3,70.67,1014.9,8,NW,3,0,0
18386,2012,2,6,1,4,NA,NA,NA,4,75.84,1015.9,8,NW,4,0,0
18387,2012,2,6,2,4,NA,NA,NA,4,75.84,1015.9,8,NW,5,0,0
18388,2012,2,6,3,4,NA,NA,NA,4,75.84,1015.9,8,cv,0,0,0
18389,2012,2,6,4,4,NA,NA,NA,4,81.2,1015.9,7,cv,0,0,0
18390,2012,2,6,5,4,NA,NA,NA,4,75.84,1015.9,8,cv,1,0,0
18391,2012,2,6,6,4,NA,NA,NA,4,81.2,1015.9,7,SW,1,0,0
18392,2012,2,6,7,4,NA,NA,NA,4,81.2,1015.9,7,SW,2,0,0
18393,2012,2,6,8,4,NA,NA,NA,5,87.09,1016.9,7,SW,3,0,0
18394,2012,2,6,9,4,NA,NA,NA,6,93.35,1016.9,7,cv,1,0,0
18395,2012,2,6,10,4,NA,NA,NA,5,71.07,1018,10,cv,2,0,0
18396,2012,2,6,11,4,NA,NA,NA,5,62.24,1019,12,cv,3,0,0
18397,2012,2,6,12,4,NA,NA,NA,5,54.62,1018,14,cv,4,0,0
18398,2012,2,6,13,4,NA,NA,NA,1,41.14,1016.9,14,NE,4,0,0
18399,2012,2,6,14,4,NA,NA,NA,0,38.26,1014.9,14,NE,7,0,0
18400,2012,2,6,15,4,NA,NA,NA,-1,33.35,1013.9,15,NE,10,0,0
18401,2012,2,6,16,4,NA,NA,NA,0,35.87,1013.9,15,NE,12,0,0
18402,2012,2,6,17,4,NA,NA,NA,0,38.26,1014.9,14,NE,14,0,0
18403,2012,2,6,18,4,NA,NA,NA,0,40.84,1015.9,13,NE,16,0,0
18404,2012,2,6,19,4,NA,NA,NA,0,40.84,1016.9,13,NW,2,0,0
18405,2012,2,6,20,4,NA,NA,NA,1,46.88,1019,12,NE,3,0,0
18406,2012,2,6,21,4,NA,NA,NA,2,50.36,1020,12,NW,2,0,0
18407,2012,2,6,22,4,NA,NA,NA,3,57.77,1020,11,NW,4,0,0
18408,2012,2,6,23,4,NA,NA,NA,3,61.76,1021,10,NW,5,0,0
18409,2012,2,7,0,4,NA,NA,NA,3,66.05,1021,9,cv,0,0,0
18410,2012,2,7,1,4,NA,NA,NA,3,61.76,1021,10,cv,0,0,0
18411,2012,2,7,2,4,NA,NA,NA,2,57.51,1021,10,cv,1,0,0
18412,2012,2,7,3,4,NA,NA,NA,3,66.05,1021,9,cv,1,0,0
18413,2012,2,7,4,4,NA,NA,NA,3,70.67,1021,8,NW,1,0,0
18414,2012,2,7,5,4,NA,NA,NA,3,70.67,1021,8,cv,1,0,0
18415,2012,2,7,6,4,NA,NA,NA,3,70.67,1020,8,cv,2,0,0
18416,2012,2,7,7,4,NA,NA,NA,3,70.67,1021,8,NW,2,0,0
18417,2012,2,7,8,4,NA,NA,NA,4,75.84,1021,8,NW,5,0,0
18418,2012,2,7,9,4,NA,NA,NA,4,75.84,1022,8,NW,7,0,0
18419,2012,2,7,10,4,NA,NA,NA,4,70.88,1022,9,NW,10,0,0
18420,2012,2,7,11,4,NA,NA,NA,4,70.88,1022,9,NW,12,0,0
18421,2012,2,7,12,4,NA,NA,NA,4,70.88,1021,9,NW,14,0,0
18422,2012,2,7,13,4,NA,NA,NA,4,66.27,1020,10,NW,15,0,0
18423,2012,2,7,14,4,NA,NA,NA,2,61.51,1018,9,NW,18,0,0
18424,2012,2,7,15,4,NA,NA,NA,0,53.26,1016.9,9,NW,21,0,0
18425,2012,2,7,16,4,NA,NA,NA,0,53.26,1016.9,9,NW,24,0,0
18426,2012,2,7,17,4,NA,NA,NA,0,53.26,1016.9,9,NE,4,0,0
18427,2012,2,7,18,4,NA,NA,NA,2,65.82,1018,8,NW,4,0,0
18428,2012,2,7,19,4,NA,NA,NA,2,65.82,1019,8,NE,4,0,0
18429,2012,2,7,20,4,NA,NA,NA,2,65.82,1021,8,NW,5,0,0
18430,2012,2,7,21,4,NA,NA,NA,2,65.82,1022,8,NE,5,0,0
18431,2012,2,7,22,4,NA,NA,NA,2,65.82,1023,8,NE,11,0,0
18432,2012,2,7,23,4,NA,NA,NA,3,75.67,1024,7,NE,17,0.2,0.2
18433,2012,2,8,0,4,NA,NA,NA,4,93.24,1024,5,NW,6,0,0
18434,2012,2,8,1,4,NA,NA,NA,4,93.24,1024,5,NW,9,0,0
18435,2012,2,8,2,4,NA,NA,NA,2,75.49,1024,6,NW,12,0,0
18436,2012,2,8,3,4,NA,NA,NA,2,75.49,1024,6,NE,6,0,0
18437,2012,2,8,4,4,NA,NA,NA,0,70.06,1024,5,NE,12,0,0
18438,2012,2,8,5,4,NA,NA,NA,0,70.06,1023,5,NE,17,0,0
18439,2012,2,8,6,4,NA,NA,NA,0,70.06,1023,5,NE,22,0,0
18440,2012,2,8,7,4,NA,NA,NA,0,70.06,1024,5,NE,28,0,0
18441,2012,2,8,8,4,NA,NA,NA,1,75.32,1024,5,NE,31,0,0
18442,2012,2,8,9,4,NA,NA,NA,1,75.32,1025.1,5,NE,34,0,0
18443,2012,2,8,10,4,NA,NA,NA,1,80.78,1026.1,4,NE,38,0,0
18444,2012,2,8,11,4,NA,NA,NA,2,86.79,1026.1,4,NE,40,0,0
18445,2012,2,8,12,4,NA,NA,NA,2,80.92,1025.1,5,SE,1,0,0
18446,2012,2,8,13,4,NA,NA,NA,0,70.06,1024,5,NE,4,0,0
18447,2012,2,8,14,4,NA,NA,NA,0,70.06,1023,5,NE,7,0,0
18448,2012,2,8,15,4,NA,NA,NA,0,70.06,1021,5,NE,11,0,0
18449,2012,2,8,16,4,NA,NA,NA,1,75.32,1020,5,NE,12,0,0
18450,2012,2,8,17,4,NA,NA,NA,1,75.32,1020,5,NE,14,0,0
18451,2012,2,8,18,4,NA,NA,NA,1,75.32,1020,5,NE,16,0,0
18452,2012,2,8,19,4,NA,NA,NA,2,86.79,1020,4,NE,17,0,0
18453,2012,2,8,20,4,NA,NA,NA,3,93.19,1021,4,cv,1,0,0
18454,2012,2,8,21,4,NA,NA,NA,3,93.19,1021,4,NE,2,0,0
18455,2012,2,8,22,4,NA,NA,NA,3,93.19,1021,4,NE,4,0,0
18456,2012,2,8,23,4,NA,NA,NA,3,93.19,1021,4,NE,6,0,0
18457,2012,2,9,0,4,NA,NA,NA,3,100,1020,3,NE,9,0,0
18458,2012,2,9,1,4,NA,NA,NA,2,86.79,1019,4,cv,1,0,0
18459,2012,2,9,2,4,NA,NA,NA,2,93.13,1018,3,NW,1,0,0
18460,2012,2,9,3,4,NA,NA,NA,2,93.13,1016.9,3,NW,3,0,0
18461,2012,2,9,4,4,NA,NA,NA,2,93.13,1015.9,3,NW,4,0.1,0.1
18462,2012,2,9,5,4,NA,NA,NA,2,93.13,1014.9,3,NW,5,0.1,0.2
18463,2012,2,9,6,4,NA,NA,NA,2,93.13,1013.9,3,NW,7,0.1,0.3
18464,2012,2,9,7,4,NA,NA,NA,2,93.13,1014.9,3,NW,9,0.1,0.4
18465,2012,2,9,8,4,NA,NA,NA,2,93.13,1015.9,3,NW,11,0,0
18466,2012,2,9,9,4,NA,NA,NA,3,100,1016.9,3,NE,2,0.1,0.1
18467,2012,2,9,10,4,NA,NA,NA,2,86.79,1018,4,NW,2,0.2,0.3
18468,2012,2,9,11,4,NA,NA,NA,3,93.19,1018,4,NW,6,0.2,0.5
18469,2012,2,9,12,4,NA,NA,NA,3,93.19,1018,4,NW,9,0.1,0.6
18470,2012,2,9,13,4,NA,NA,NA,2,86.79,1018,4,NW,13,0.1,0.7
18471,2012,2,9,14,4,NA,NA,NA,2,86.79,1016.9,4,NE,4,0,0
18472,2012,2,9,15,4,NA,NA,NA,2,86.79,1016.9,4,NE,8,0,0
18473,2012,2,9,16,4,NA,NA,NA,2,80.92,1016.9,5,NE,12,0,0
18474,2012,2,9,17,4,NA,NA,NA,2,80.92,1018,5,NE,15,0,0
18475,2012,2,9,18,4,NA,NA,NA,1,75.32,1019,5,NE,17,0,0
18476,2012,2,9,19,4,NA,NA,NA,2,86.79,1020,4,NE,18,0,0
18477,2012,2,9,20,4,NA,NA,NA,2,86.79,1021,4,cv,1,0,0
18478,2012,2,9,21,4,NA,NA,NA,2,86.79,1023,4,SW,2,0,0
18479,2012,2,9,22,4,NA,NA,NA,2,86.79,1023,4,NW,2,0,0
18480,2012,2,9,23,4,NA,NA,NA,2,86.79,1024,4,NW,4,0,0
18481,2012,2,10,0,4,NA,NA,NA,2,86.79,1024,4,cv,1,0,0
18482,2012,2,10,1,4,NA,NA,NA,1,93.08,1025.1,2,cv,1,0,0
18483,2012,2,10,2,4,NA,NA,NA,1,100,1025.1,1,SE,1,0,0
18484,2012,2,10,3,4,NA,NA,NA,0,100,1025.1,0,SW,1,0,0
18485,2012,2,10,4,4,NA,NA,NA,0,100,1026.1,0,cv,0,0,0
18486,2012,2,10,5,4,NA,NA,NA,0,100,1026.1,0,SW,1,0,0
18487,2012,2,10,6,4,NA,NA,NA,1,100,1026.1,1,SW,2,0,0
18488,2012,2,10,7,4,NA,NA,NA,1,100,1027.1,1,SW,3,0,0
18489,2012,2,10,8,4,NA,NA,NA,2,100,1027.1,2,SW,4,0,0
18490,2012,2,10,9,4,NA,NA,NA,2,100,1028.1,2,cv,0,0,0
18491,2012,2,10,10,4,NA,NA,NA,2,93.13,1028.1,3,NE,2,0,0
18492,2012,2,10,11,4,NA,NA,NA,-4,55.91,1028.1,4,NE,5,0,0
18493,2012,2,10,12,4,NA,NA,NA,-4,52.13,1027.1,5,NE,7,0,0
18494,2012,2,10,13,4,NA,NA,NA,-3,56.18,1026.1,5,NE,9,0,0
18495,2012,2,10,14,4,NA,NA,NA,-3,56.18,1025.1,5,SE,2,0,0
18496,2012,2,10,15,4,NA,NA,NA,-3,56.18,1024,5,SE,4,0,0
18497,2012,2,10,16,4,NA,NA,NA,-3,56.18,1024,5,SE,6,0,0
18498,2012,2,10,17,4,NA,NA,NA,-3,56.18,1023,5,SE,8,0,0
18499,2012,2,10,18,4,NA,NA,NA,-2,60.51,1023,5,SE,9,0,0
18500,2012,2,10,19,4,NA,NA,NA,-1,69.85,1024,4,SE,10,0,0
18501,2012,2,10,20,4,NA,NA,NA,0,75.14,1025.1,4,SW,1,0,0
18502,2012,2,10,21,4,NA,NA,NA,0,75.14,1025.1,4,SW,2,0,0
18503,2012,2,10,22,4,NA,NA,NA,0,80.63,1026.1,3,cv,0,0,0
18504,2012,2,10,23,4,NA,NA,NA,0,86.58,1026.1,2,SW,2,0,0
18505,2012,2,11,0,4,NA,NA,NA,-2,80.34,1026.1,1,cv,1,0,0
18506,2012,2,11,1,4,NA,NA,NA,-2,80.34,1026.1,1,cv,2,0,0
18507,2012,2,11,2,4,NA,NA,NA,-1,80.49,1025.1,2,cv,3,0,0
18508,2012,2,11,3,4,NA,NA,NA,-1,80.49,1025.1,2,cv,4,0,0
18509,2012,2,11,4,4,NA,NA,NA,0,86.58,1024,2,cv,4,0,0
18510,2012,2,11,5,4,NA,NA,NA,0,86.58,1023,2,cv,4,0,0
18511,2012,2,11,6,4,NA,NA,NA,0,86.58,1023,2,cv,4,0,0
18512,2012,2,11,7,4,NA,NA,NA,0,86.58,1023,2,cv,5,0,0
18513,2012,2,11,8,4,NA,NA,NA,1,93.08,1023,2,cv,6,0,0
18514,2012,2,11,9,4,NA,NA,NA,2,100,1024,2,cv,7,0,0
18515,2012,2,11,10,4,NA,NA,NA,2,93.13,1024,3,SW,1,0,0
18516,2012,2,11,11,4,NA,NA,NA,1,75.32,1023,5,SW,2,0,0
18517,2012,2,11,12,4,NA,NA,NA,-1,65.13,1022,5,SE,1,0,0
18518,2012,2,11,13,4,NA,NA,NA,-5,45.1,1021,6,NE,2,0,0
18519,2012,2,11,14,4,NA,NA,NA,-3,48.93,1019,7,SE,2,0,0
18520,2012,2,11,15,4,NA,NA,NA,-3,48.93,1018,7,cv,1,0,0
18521,2012,2,11,16,4,NA,NA,NA,-3,48.93,1016.9,7,NE,2,0,0
18522,2012,2,11,17,4,NA,NA,NA,-3,48.93,1016.9,7,SE,1,0,0
18523,2012,2,11,18,4,NA,NA,NA,-1,56.72,1016.9,7,cv,1,0,0
18524,2012,2,11,19,4,NA,NA,NA,1,70.27,1016.9,6,SW,3,0,0
18525,2012,2,11,20,4,NA,NA,NA,0,70.06,1018,5,SW,5,0,0
18526,2012,2,11,21,4,NA,NA,NA,0,70.06,1019,5,SW,7,0,0
18527,2012,2,11,22,4,NA,NA,NA,1,75.32,1019,5,SW,10,0,0
18528,2012,2,11,23,4,NA,NA,NA,1,80.78,1019,4,NW,1,0,0
18529,2012,2,12,0,4,NA,NA,NA,0,70.06,1019,5,SW,1,0,0
18530,2012,2,12,1,4,NA,NA,NA,0,70.06,1018,5,cv,0,0,0
18531,2012,2,12,2,4,NA,NA,NA,0,75.14,1018,4,cv,0,0,0
18532,2012,2,12,3,4,NA,NA,NA,1,80.78,1016.9,4,SW,1,0,0
18533,2012,2,12,4,4,NA,NA,NA,1,80.78,1016.9,4,SW,2,0,0
18534,2012,2,12,5,4,NA,NA,NA,1,80.78,1016.9,4,cv,0,0,0
18535,2012,2,12,6,4,NA,NA,NA,1,80.78,1016.9,4,SW,1,0,0
18536,2012,2,12,7,4,NA,NA,NA,2,86.79,1016.9,4,cv,0,0,0
18537,2012,2,12,8,4,NA,NA,NA,2,86.79,1019,4,cv,0,0,0
18538,2012,2,12,9,4,NA,NA,NA,3,93.19,1020,4,NE,1,0,0
18539,2012,2,12,10,4,NA,NA,NA,2,80.92,1020,5,NE,3,0,0
18540,2012,2,12,11,4,NA,NA,NA,2,75.49,1020,6,NE,5,0,0
18541,2012,2,12,12,4,NA,NA,NA,1,65.59,1019,7,NW,1,0,0
18542,2012,2,12,13,4,NA,NA,NA,1,61.26,1016.9,8,SW,1,0,0
18543,2012,2,12,14,4,NA,NA,NA,1,61.26,1015.9,8,SW,2,0,0
18544,2012,2,12,15,4,NA,NA,NA,2,65.82,1014.9,8,SE,2,0,0
18545,2012,2,12,16,4,NA,NA,NA,1,61.26,1014.9,8,SW,2,0,0
18546,2012,2,12,17,4,NA,NA,NA,1,61.26,1014.9,8,SE,2,0,0
18547,2012,2,12,18,4,NA,NA,NA,2,70.47,1015.9,7,SW,1,0,0
18548,2012,2,12,19,4,NA,NA,NA,2,70.47,1016.9,7,SW,4,0,0
18549,2012,2,12,20,4,NA,NA,NA,2,80.92,1019,5,cv,0,0,0
18550,2012,2,12,21,4,NA,NA,NA,2,70.47,1020,7,SW,2,0,0
18551,2012,2,12,22,4,NA,NA,NA,2,75.49,1020,6,SW,5,0,0
18552,2012,2,12,23,4,NA,NA,NA,2,80.92,1021,5,SW,9,0,0
18553,2012,2,13,0,4,NA,NA,NA,1,80.78,1021,4,SE,1,0,0
18554,2012,2,13,1,4,NA,NA,NA,1,86.68,1020,3,SW,1,0,0
18555,2012,2,13,2,4,NA,NA,NA,1,86.68,1020,3,cv,0,0,0
18556,2012,2,13,3,4,NA,NA,NA,1,93.08,1019,2,SE,1,0,0
18557,2012,2,13,4,4,NA,NA,NA,1,86.68,1018,3,cv,0,0,0
18558,2012,2,13,5,4,NA,NA,NA,1,86.68,1016.9,3,cv,0,0,0
18559,2012,2,13,6,4,NA,NA,NA,2,93.13,1016.9,3,SE,2,0,0
18560,2012,2,13,7,4,NA,NA,NA,2,93.13,1016.9,3,cv,0,0,0
18561,2012,2,13,8,4,NA,NA,NA,2,86.79,1018,4,cv,0,0,0
18562,2012,2,13,9,4,NA,NA,NA,3,93.19,1019,4,SW,1,0,0
18563,2012,2,13,10,4,NA,NA,NA,3,86.89,1019,5,SW,2,0,0
18564,2012,2,13,11,4,NA,NA,NA,2,75.49,1019,6,cv,1,0,0
18565,2012,2,13,12,4,NA,NA,NA,1,61.26,1018,8,cv,2,0,0
18566,2012,2,13,13,4,NA,NA,NA,1,57.25,1016.9,9,SE,1,0,0
18567,2012,2,13,14,4,NA,NA,NA,1,53.53,1015.9,10,cv,1,0,0
18568,2012,2,13,15,4,NA,NA,NA,0,46.58,1014.9,11,NE,2,0,0
18569,2012,2,13,16,4,NA,NA,NA,1,50.08,1014.9,11,NE,4,0,0
18570,2012,2,13,17,4,NA,NA,NA,0,46.58,1015.9,11,SE,2,0,0
18571,2012,2,13,18,4,NA,NA,NA,0,49.8,1016.9,10,NE,2,0,0
18572,2012,2,13,19,4,NA,NA,NA,1,53.53,1018,10,NE,6,0,0
18573,2012,2,13,20,4,NA,NA,NA,1,57.25,1019,9,NE,10,0,0
18574,2012,2,13,21,4,NA,NA,NA,1,61.26,1020,8,NE,12,0,0
18575,2012,2,13,22,4,NA,NA,NA,2,70.47,1021,7,SW,1,0,0
18576,2012,2,13,23,4,NA,NA,NA,1,75.32,1021,5,SW,2,0,0
18577,2012,2,14,0,4,NA,NA,NA,2,80.92,1021,5,cv,0,0,0
18578,2012,2,14,1,4,NA,NA,NA,2,86.79,1021,4,SW,1,0,0
18579,2012,2,14,2,4,NA,NA,NA,2,93.13,1021,3,cv,0,0,0
18580,2012,2,14,3,4,NA,NA,NA,1,86.68,1020,3,cv,0,0,0
18581,2012,2,14,4,4,NA,NA,NA,1,93.08,1019,2,cv,0,0,0
18582,2012,2,14,5,4,NA,NA,NA,1,93.08,1019,2,cv,0,0,0
18583,2012,2,14,6,4,NA,NA,NA,1,93.08,1018,2,SE,1,0,0
18584,2012,2,14,7,4,NA,NA,NA,1,93.08,1018,2,cv,0,0,0
18585,2012,2,14,8,4,NA,NA,NA,1,93.08,1019,2,SW,1,0,0
18586,2012,2,14,9,4,NA,NA,NA,3,93.19,1019,4,SW,2,0,0
18587,2012,2,14,10,4,NA,NA,NA,4,86.99,1020,6,cv,1,0,0
18588,2012,2,14,11,4,NA,NA,NA,3,70.67,1019,8,cv,2,0,0
